word,tf,df,tfidf
achieve-goal,14,13,68.76132233183316
address-problem,14,13,68.76132233183316
architecture-propose,14,13,68.76132233183316
constant,14,13,68.76132233183316
disease,14,13,68.76132233183316
emphasize,14,13,68.76132233183316
frequency-spectrum,14,13,68.76132233183316
fuel,14,13,68.76132233183316
heavy,14,13,68.76132233183316
instant,14,13,68.76132233183316
key-enable-technology,14,13,68.76132233183316
key-performance,14,13,68.76132233183316
nonterrestrial-network-ntn,14,13,68.76132233183316
notably,14,13,68.76132233183316
opportunities,14,13,68.76132233183316
pair,14,13,68.76132233183316
past-year,14,13,68.76132233183316
provide-overview,14,13,68.76132233183316
reconfiguration,14,13,68.76132233183316
scheme-achieve,14,13,68.76132233183316
subset,14,13,68.76132233183316
sumrate,14,13,68.76132233183316
systemlevel,14,13,68.76132233183316
ultrareliable,14,13,68.76132233183316
amplitude,13,9,68.63022144975992
barrier,13,9,68.63022144975992
cellular-technology,13,9,68.63022144975992
compress,13,9,68.63022144975992
correlation-function,13,9,68.63022144975992
excessive,13,9,68.63022144975992
gan,13,9,68.63022144975992
health-monitoring,13,9,68.63022144975992
massive-datum,13,9,68.63022144975992
occupy,13,9,68.63022144975992
remote-sense,13,9,68.63022144975992
risbased,13,9,68.63022144975992
standards,13,9,68.63022144975992
system-application,13,9,68.63022144975992
adjacent,12,6,68.21655494323021
adversarial-attack,12,6,68.21655494323021
aoa,12,6,68.21655494323021
clean,12,6,68.21655494323021
datum-model,12,6,68.21655494323021
endogenous,12,6,68.21655494323021
fine,12,6,68.21655494323021
flagship,12,6,68.21655494323021
inclusive,12,6,68.21655494323021
itur,12,6,68.21655494323021
kim,12,6,68.21655494323021
multiplex-gain,12,6,68.21655494323021
mumimo,12,6,68.21655494323021
orbit,12,6,68.21655494323021
orchestrator,12,6,68.21655494323021
overtheair,12,6,68.21655494323021
rights,12,6,68.21655494323021
selfinterference,12,6,68.21655494323021
softwarization-virtualization,12,6,68.21655494323021
wearable-device,12,6,68.21655494323021
wireless-summit,12,6,68.21655494323021
path-tracking,10,2,67.8332520060396
service-instance,10,2,67.8332520060396
smmimo,10,2,67.8332520060396
subscenario,10,2,67.8332520060396
tdlte,10,2,67.8332520060396
xia,10,2,67.8332520060396
answer,14,14,67.72381072168105
candidate-technology,14,14,67.72381072168105
challenge-future,14,14,67.72381072168105
comprehensively,14,14,67.72381072168105
convex,14,14,67.72381072168105
critical-challenge,14,14,67.72381072168105
diverse-service,14,14,67.72381072168105
encounter,14,14,67.72381072168105
everincreasing,14,14,67.72381072168105
face-challenge,14,14,67.72381072168105
finally-simulation,14,14,67.72381072168105
future-application,14,14,67.72381072168105
good-agreement,14,14,67.72381072168105
high-capacity,14,14,67.72381072168105
high-performance,14,14,67.72381072168105
insufficient,14,14,67.72381072168105
iot-networks,14,14,67.72381072168105
key-performance-indicator-kpi,14,14,67.72381072168105
locally,14,14,67.72381072168105
lowlatency-communication,14,14,67.72381072168105
nextgeneration-wireless,14,14,67.72381072168105
numerical,14,14,67.72381072168105
pivotal,14,14,67.72381072168105
propose-network,14,14,67.72381072168105
representative,14,14,67.72381072168105
requirement-future,14,14,67.72381072168105
search-algorithm,14,14,67.72381072168105
signaltonoise-ratio-snr,14,14,67.72381072168105
significantly-enhance,14,14,67.72381072168105
sixth-generation-wireless-network,14,14,67.72381072168105
sixthgeneration-wireless,14,14,67.72381072168105
stronger,14,14,67.72381072168105
technical-requirement,14,14,67.72381072168105
unmanned-aerial-vehicles-uav,14,14,67.72381072168105
collect-datum,13,10,67.26053474620817
conceptual,13,10,67.26053474620817
consistent,13,10,67.26053474620817
correlate,13,10,67.26053474620817
digital-world,13,10,67.26053474620817
earlier,13,10,67.26053474620817
farfield,13,10,67.26053474620817
higher-frequency-band,13,10,67.26053474620817
incur,13,10,67.26053474620817
inherently,13,10,67.26053474620817
key-driver,13,10,67.26053474620817
manufacture,13,10,67.26053474620817
mixed,13,10,67.26053474620817
mmwave-communication,13,10,67.26053474620817
mobile-service,13,10,67.26053474620817
multisensory,13,10,67.26053474620817
participant,13,10,67.26053474620817
penetration,13,10,67.26053474620817
prerequisite,13,10,67.26053474620817
radio-sense,13,10,67.26053474620817
requirement-challenge,13,10,67.26053474620817
software-define,13,10,67.26053474620817
subchannel,13,10,67.26053474620817
task-offloading,13,10,67.26053474620817
time-slot,13,10,67.26053474620817
transceiver-architecture,13,10,67.26053474620817
transmission-scheme,13,10,67.26053474620817
vision-application,13,10,67.26053474620817
asymmetric,11,4,66.99195822048415
cloudnative,11,4,66.99195822048415
dependability,11,4,66.99195822048415
ding,11,4,66.99195822048415
drivers,11,4,66.99195822048415
edge-edge,11,4,66.99195822048415
fec,11,4,66.99195822048415
hardware-technology,11,4,66.99195822048415
leadership,11,4,66.99195822048415
lossless,11,4,66.99195822048415
opt,11,4,66.99195822048415
photodiode,11,4,66.99195822048415
phy-mac-layer,11,4,66.99195822048415
platoon,11,4,66.99195822048415
porous,11,4,66.99195822048415
radar-system,11,4,66.99195822048415
smart-industry,11,4,66.99195822048415
soa,11,4,66.99195822048415
symbiotic-radio,11,4,66.99195822048415
usage-scenario,11,4,66.99195822048415
action-space,12,7,66.36674678530309
channel-access,12,7,66.36674678530309
connection-density,12,7,66.36674678530309
dband,12,7,66.36674678530309
gaussian,12,7,66.36674678530309
hospital,12,7,66.36674678530309
infer,12,7,66.36674678530309
largescale-antenna,12,7,66.36674678530309
legitimate,12,7,66.36674678530309
lifecycle,12,7,66.36674678530309
mac-protocol,12,7,66.36674678530309
management-orchestration,12,7,66.36674678530309
mno,12,7,66.36674678530309
multiaccess-edge-computing,12,7,66.36674678530309
opportunistic,12,7,66.36674678530309
optical-component,12,7,66.36674678530309
ownership,12,7,66.36674678530309
phase-noise,12,7,66.36674678530309
rsus,12,7,66.36674678530309
seamless-integration,12,7,66.36674678530309
states,12,7,66.36674678530309
synthesis,12,7,66.36674678530309
tag,12,7,66.36674678530309
terahertz-wave,12,7,66.36674678530309
unlicensed-spectrum,12,7,66.36674678530309
wsn,12,7,66.36674678530309
achievable-rate,13,11,66.02150240875194
computing-power,13,11,66.02150240875194
costly,13,11,66.02150240875194
distribute-learning,13,11,66.02150240875194
early-stage,13,11,66.02150240875194
fluctuation,13,11,66.02150240875194
future-challenge,13,11,66.02150240875194
generation-wireless-communication,13,11,66.02150240875194
geometric,13,11,66.02150240875194
high-quality,13,11,66.02150240875194
hope,13,11,66.02150240875194
important-research,13,11,66.02150240875194
improve-spectral-efficiency,13,11,66.02150240875194
intelligent-reflect-surface-irss,13,11,66.02150240875194
large-amount,13,11,66.02150240875194
leave,13,11,66.02150240875194
magnitude,13,11,66.02150240875194
missioncritical-application,13,11,66.02150240875194
multilayer,13,11,66.02150240875194
narrowband,13,11,66.02150240875194
nearby,13,11,66.02150240875194
network-datum,13,11,66.02150240875194
partition,13,11,66.02150240875194
radical,13,11,66.02150240875194
recently-propose,13,11,66.02150240875194
reflect-element,13,11,66.02150240875194
research-area,13,11,66.02150240875194
security-issue,13,11,66.02150240875194
shared,13,11,66.02150240875194
tbp,13,11,66.02150240875194
time-space,13,11,66.02150240875194
weak,13,11,66.02150240875194
zone,13,11,66.02150240875194
ambitious,13,12,64.89035450788677
application-challenge,13,12,64.89035450788677
bit-error-rate,13,12,64.89035450788677
compare-traditional,13,12,64.89035450788677
compatibility,13,12,64.89035450788677
computation-communication,13,12,64.89035450788677
considerably,13,12,64.89035450788677
contemporary,13,12,64.89035450788677
disruptive-technology,13,12,64.89035450788677
extent,13,12,64.89035450788677
fall,13,12,64.89035450788677
increase-network,13,12,64.89035450788677
massively,13,12,64.89035450788677
minimal,13,12,64.89035450788677
necessitate,13,12,64.89035450788677
network-application,13,12,64.89035450788677
newly,13,12,64.89035450788677
optimization-algorithm,13,12,64.89035450788677
popularity,13,12,64.89035450788677
potential-enable,13,12,64.89035450788677
precode,13,12,64.89035450788677
problem-formulate,13,12,64.89035450788677
problem-solve,13,12,64.89035450788677
quality-experience-qoe,13,12,64.89035450788677
randomly,13,12,64.89035450788677
refine,13,12,64.89035450788677
reliability-latency,13,12,64.89035450788677
routine,13,12,64.89035450788677
scarce,13,12,64.89035450788677
secondary,13,12,64.89035450788677
sixth-generation-network,13,12,64.89035450788677
span,13,12,64.89035450788677
suppress,13,12,64.89035450788677
vertical-application,13,12,64.89035450788677
aipowered,12,8,64.76437007380883
beam-split-effect,12,8,64.76437007380883
centric,12,8,64.76437007380883
challenging-task,12,8,64.76437007380883
circular,12,8,64.76437007380883
climate-change,12,8,64.76437007380883
complex-system,12,8,64.76437007380883
composite,12,8,64.76437007380883
decouple,12,8,64.76437007380883
film,12,8,64.76437007380883
holographic-telepresence,12,8,64.76437007380883
illumination,12,8,64.76437007380883
machine-type-communication,12,8,64.76437007380883
magnetic,12,8,64.76437007380883
model-parameter,12,8,64.76437007380883
network-layer,12,8,64.76437007380883
nonuniform,12,8,64.76437007380883
owing,12,8,64.76437007380883
productivity,12,8,64.76437007380883
redundancy,12,8,64.76437007380883
signal-propagation,12,8,64.76437007380883
simulation-model,12,8,64.76437007380883
swarm,12,8,64.76437007380883
traditional-communication,12,8,64.76437007380883
agenda,11,5,64.53737915602785
committee,11,5,64.53737915602785
debbah,11,5,64.53737915602785
detection-algorithm,11,5,64.53737915602785
edge-service,11,5,64.53737915602785
fan,11,5,64.53737915602785
fso,11,5,64.53737915602785
greece,11,5,64.53737915602785
green-network,11,5,64.53737915602785
harmonize,11,5,64.53737915602785
mpc,11,5,64.53737915602785
multiconnectivity,11,5,64.53737915602785
political,11,5,64.53737915602785
printing,11,5,64.53737915602785
professional,11,5,64.53737915602785
research-project,11,5,64.53737915602785
tan,11,5,64.53737915602785
algorithm-achieve,13,13,63.8497993081308
appropriately,13,13,63.8497993081308
commercial-deployment,13,13,63.8497993081308
communication-networks,13,13,63.8497993081308
constantly,13,13,63.8497993081308
development-wireless,13,13,63.8497993081308
envision-key,13,13,63.8497993081308
finally-highlight,13,13,63.8497993081308
frequently,13,13,63.8497993081308
give-rise,13,13,63.8497993081308
history,13,13,63.8497993081308
huge-amount,13,13,63.8497993081308
inevitable,13,13,63.8497993081308
innovative-technology,13,13,63.8497993081308
internetofthing-iot,13,13,63.8497993081308
key-enable,13,13,63.8497993081308
machine-learning-algorithm,13,13,63.8497993081308
method-propose,13,13,63.8497993081308
migrate,13,13,63.8497993081308
number-device,13,13,63.8497993081308
order-meet,13,13,63.8497993081308
paper-study,13,13,63.8497993081308
performance-propose,13,13,63.8497993081308
prompt,13,13,63.8497993081308
radio-frequency-spectrum,13,13,63.8497993081308
reader,13,13,63.8497993081308
research-attention,13,13,63.8497993081308
shortcoming,13,13,63.8497993081308
simulation-result-demonstrate,13,13,63.8497993081308
sixth-generation-mobile-communication,13,13,63.8497993081308
sixthgeneration-communication,13,13,63.8497993081308
underlying,13,13,63.8497993081308
affordability,10,3,63.778600924957956
beamspace-channel,10,3,63.778600924957956
bell,10,3,63.778600924957956
cheng,10,3,63.778600924957956
concatenate,10,3,63.778600924957956
conf,10,3,63.778600924957956
contextawareness,10,3,63.778600924957956
distribute-algorithm,10,3,63.778600924957956
distribute-training,10,3,63.778600924957956
dnn-inference,10,3,63.778600924957956
explanation,10,3,63.778600924957956
fembb,10,3,63.778600924957956
fogedge-computing,10,3,63.778600924957956
ieee-internet-thing,10,3,63.778600924957956
international-conference,10,3,63.778600924957956
nokia-bell-labs,10,3,63.778600924957956
puncture,10,3,63.778600924957956
sept,10,3,63.778600924957956
smart-surface,10,3,63.778600924957956
spaceairgroundsea-integrate-network,10,3,63.778600924957956
speaker,10,3,63.778600924957956
thz-imaging,10,3,63.778600924957956
bandwidth-ghz,12,9,63.35097364593223
blockchainenabled,12,9,63.35097364593223
challenge-opportunity,12,9,63.35097364593223
code-modulation,12,9,63.35097364593223
communication-computation,12,9,63.35097364593223
computing-storage,12,9,63.35097364593223
connected-device,12,9,63.35097364593223
deep-neural,12,9,63.35097364593223
digital-transformation,12,9,63.35097364593223
directive,12,9,63.35097364593223
distinct,12,9,63.35097364593223
draft,12,9,63.35097364593223
duration,12,9,63.35097364593223
fourth,12,9,63.35097364593223
fully-automate,12,9,63.35097364593223
function-virtualization,12,9,63.35097364593223
generation-mobile-network,12,9,63.35097364593223
grantfree,12,9,63.35097364593223
hardware-impairment,12,9,63.35097364593223
horizontal,12,9,63.35097364593223
inefficient,12,9,63.35097364593223
intelligent-service,12,9,63.35097364593223
internal,12,9,63.35097364593223
interoperable,12,9,63.35097364593223
joint-communication-sense,12,9,63.35097364593223
layered,12,9,63.35097364593223
learn-model,12,9,63.35097364593223
locate,12,9,63.35097364593223
management-system,12,9,63.35097364593223
mandate,12,9,63.35097364593223
modelling,12,9,63.35097364593223
pool,12,9,63.35097364593223
provide-service,12,9,63.35097364593223
reliable-communication,12,9,63.35097364593223
sla,12,9,63.35097364593223
spaceairground-integrate,12,9,63.35097364593223
special-issue,12,9,63.35097364593223
sustainable-development,12,9,63.35097364593223
system-level,12,9,63.35097364593223
wireless-networking,12,9,63.35097364593223
datum-plane,11,6,62.53184203129436
explainable,11,6,62.53184203129436
german,11,6,62.53184203129436
model-training,11,6,62.53184203129436
nano,11,6,62.53184203129436
raw-datum,11,6,62.53184203129436
spacetimefrequency,11,6,62.53184203129436
sparse-code-multiple-access,11,6,62.53184203129436
statistical-delay-errorrate-bound,11,6,62.53184203129436
sub6-ghz-band,11,6,62.53184203129436
wideband-channel,11,6,62.53184203129436
analytical-model,12,10,62.086647458038314
assistance,12,10,62.086647458038314
assure,12,10,62.086647458038314
communications-networks,12,10,62.086647458038314
conflict,12,10,62.086647458038314
cooperate,12,10,62.086647458038314
datum-collect,12,10,62.086647458038314
datum-mining,12,10,62.086647458038314
efficient-resource,12,10,62.086647458038314
enhance-mobile-broadband,12,10,62.086647458038314
explicit,12,10,62.086647458038314
external,12,10,62.086647458038314
financial,12,10,62.086647458038314
fit,12,10,62.086647458038314
gaming,12,10,62.086647458038314
industrial-internet-thing,12,10,62.086647458038314
inevitably,12,10,62.086647458038314
intent,12,10,62.086647458038314
intermediate,12,10,62.086647458038314
maximum-likelihood,12,10,62.086647458038314
military,12,10,62.086647458038314
minimization,12,10,62.086647458038314
optimal-solution,12,10,62.086647458038314
phased-array,12,10,62.086647458038314
prospect,12,10,62.086647458038314
return,12,10,62.086647458038314
superior-performance,12,10,62.086647458038314
suppression,12,10,62.086647458038314
symmetry,12,10,62.086647458038314
theoretically,12,10,62.086647458038314
